Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Algeria,DZA,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,42.61697665,41.30695107,51.02384979,73.52155912,40.9191663,40.92365971,24.44288178,20.52701688,29.81406106,36.4803374,32.19644104,28.19122811,24.5012077,20.04580682,25.43452549,16.96494997,17.76403764,12.22367802,11.32430165,9.60248236,12.14451851,12.12930834,13.91328233,15.91794872,12.60048857,18.71088086,31.28762053,27.54354102,21.79188285,53.24135173,86.27158715,109.1717749,149.1586859,203.8372314,346.3707156,1380.891775,1875.449949,2373.168953,2092.066159,2350.225287,3161.178384,3636.657525,3840.101162,3375.189509,3223.773497,2211.020486,1837.320525,1530.216959,1307.192192,1147.852233,761.7927584,1007.85098,
East Asia & Pacific (excluding high income),EAP,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,18.4633757,24.39998072,29.73219474,38.27940564,24.64836394,25.16080794,24.21599225,22.67838661,28.14194506,30.15396202,35.87212387,36.2895666,35.03138153,35.40968647,26.88467646,24.16568133,26.05090377,25.82107379,26.44590641,31.24950689,37.36558473,25.83906605,26.03598402,33.45233298,33.94375747,40.76161752,42.42898894,44.90854388,49.29710172,55.7691807,64.49173625,84.06087105,105.2388916,136.2418094,163.3997574,198.8474459,254.586808,306.5310551,329.5598477,274.4854037,234.0805691,219.0773567,203.8128521,176.1300253,188.9805055,166.3518701,149.2582492,130.4485726,126.0221232,122.1132283,111.1475191,116.2392017,
Early-demographic dividend,EAR,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,15.50876092,20.22588751,27.19961261,34.88163037,26.37248371,25.10093533,22.57090195,22.10711484,29.4852181,30.72199331,19.06737611,15.99350324,13.47347855,13.42156676,13.45034385,12.26955409,12.73890463,10.03329934,10.07805566,11.5433696,14.42608883,16.04581099,18.49170342,17.2826663,17.90638261,20.8587401,22.60350628,21.75803885,22.71407506,24.29328795,24.99544576,28.81633203,33.84576602,37.87366332,44.99627391,52.34858769,61.37525704,59.61138296,61.18022258,60.81319193,57.51250583,54.06040987,50.34930721,48.8293095,45.68649176,44.68476347,43.17238623,41.62861425,42.82049016,46.99302667,49.68732197,45.983247,
East Asia & Pacific,EAS,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,18.4633757,24.39998072,29.73219474,38.27940564,24.64836394,25.16080794,24.21599225,22.67838661,28.14194506,30.15396202,35.87212387,36.2895666,35.03138153,35.40968647,26.88467646,24.16568133,26.05090377,25.82107379,26.44590641,31.24950689,37.36558473,25.83906605,26.03598402,33.45233298,33.94375747,40.76161752,42.42898894,44.90854388,49.29710172,55.7691807,64.49173625,84.06087105,105.2388916,136.2418094,163.3997574,198.8474459,254.586808,306.5310551,329.5598477,274.4854037,234.0805691,219.0773567,203.8128521,176.1300253,188.9805055,166.3518701,149.2582492,130.4485726,126.0221232,122.1132283,111.1475191,116.2392017,
Europe & Central Asia (excluding high income),ECA,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1482258,15.42990517,13.00520446,13.96371399,12.91477826,15.28654214,20.98915021,24.41573092,25.15978565,21.09767376,22.71060755,19.11957668,18.29269862,21.67687591,24.7807906,25.42827768,31.27845236,32.95823867,31.76713957,27.24606513,27.53067662,27.95149501,28.05521468,29.35725926,29.63167794,27.66483419,25.87576185,25.78184084,25.82307025,25.20389643,27.73771933,27.30830136,29.0280358,29.85748662,
Europe & Central Asia,ECS,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28933622,,11.04124225,10.9783291,17.99680648,18.23494855,20.29824557,14.15497658,14.81545057,19.74460815,22.66880573,28.35714695,33.66961042,41.90991919,50.88975864,60.16772591,65.81676213,55.34823096,56.43250099,57.94243852,53.39562405,54.12263779,48.74657215,43.5497312,43.92845886,43.39594944,46.59878804,50.0838519,56.53539367,59.00046297,63.81331725,64.24049726,
Ecuador,ECU,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,13.96745898,26.89534672,44.20454246,55.11934837,30.93859305,43.60347848,27.72156172,17.7989809,20.14276137,20.57907167,10.25483486,6.320467426,10.43179344,8.79642607,9.708818652,8.55862818,6.55383355,5.250976662,6.210715352,8.296622717,8.633397028,8.284095563,10.91893759,11.06304819,10.51588355,11.52766229,12.05620681,9.392895419,9.882666582,6.864669383,6.029108936,5.130458858,5.836294153,6.982087279,10.51723495,9.940784714,16.67894856,23.5138195,28.37138438,17.05464017,18.29561939,15.29953937,22.77639376,15.78353777,8.760188179,11.9143986,5.271733537,4.801444988,5.663432493,12.6483352,13.62521535,13.93970595,
"Egypt, Arab Rep.",EGY,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,7.96636555,10.72205664,26.74189694,31.92665317,11.0642715,8.923501773,7.089815159,8.17063647,12.04309475,12.96168377,7.622671919,6.621787779,5.623099155,4.616679617,4.394123416,4.461327078,5.788344773,4.899739105,5.463169578,10.96426709,18.97078213,37.28135635,45.19972012,44.34876699,51.14768688,58.06069742,64.67012991,58.19333861,48.80858887,47.15620893,47.99657939,47.43924969,47.93148387,48.84366098,71.48417644,83.81628416,93.0930283,101.1942898,98.53059779,100.6101906,52.9343823,39.12077386,35.53506265,35.73379567,31.79794431,34.17140981,43.03284868,42.06760129,38.78577671,29.39738432,27.27791133,19.70757478,
Euro area,EMU,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.3600743,183.6216821,304.2531436,46.63778654,21.53417101,10.95904781,11.65668865,5.600092443,3.765888236,4.570483507,3.690421521,2.865664958,3.613999722,5.614537662,8.567103587,11.00474483,10.97359512,13.39816297,14.1344142,16.73533501,16.61201416,18.23396832,17.4729835,20.60587837,24.84018922,,,,
Spain,ESP,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,34.06430284,43.77444991,76.00296978,111.1996959,91.72994994,82.40289296,52.02265379,38.35139971,43.12574199,31.84374308,20.09183925,8.456449256,5.347130196,2.576127609,4.150446389,5.406489638,3.034477659,1.943358746,1.566332072,0.638399109,1.165328561,2.886568483,5.144730141,5.828987877,7.894354861,8.356436471,5.831472291,5.775876865,9.808911105,6.572460096,8.526077225,14.74101751,13.12321933,22.78842843,16.88193101,39.05636322,49.75182857,30.56930103,33.21646881,30.75391732,32.96314933,21.99359373,18.77971112,20.80276868,18.76008094,12.95456652,11.63737567,14.32148911,10.54610739,10.03201049,,,
European Union,EUU,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,62.56675449,64.73823514,76.57329338,186.4530042,183.8153611,128.3814967,74.39938017,45.21832448,59.05823292,57.36217406,35.73771477,30.50946079,23.3703556,21.4326958,22.9069755,17.79426649,16.72720435,12.97178647,14.30752456,17.01466369,18.73447194,15.17014617,15.79862085,15.54552609,15.3639227,21.84468401,23.76648756,19.09805227,20.21638353,22.74668762,21.33372742,21.90238253,28.52593755,34.1110915,48.93543762,63.83647362,60.42093558,62.69926267,53.97228442,48.94197997,40.45401885,40.1184142,33.23863449,28.58445823,33.74196814,30.46658818,32.01306006,,46.24804106,40.9683788,,46.15280595,
Finland,FIN,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,267.4989331,334.9925999,156.6814891,200.2442182,250.5797981,182.0366693,122.7673824,132.3430573,100.3481339,80.45903078,50.46187208,43.64907565,36.11654322,38.41639719,40.05777029,51.64316938,36.34892176,63.00506741,66.97688013,82.10097303,96.3183915,123.1945047,109.5513954,138.9027159,190.4630955,257.9052239,227.9878948,274.9272084,210.4113949,211.8019298,201.9870611,169.8068896,164.1051238,183.1629981,106.1569984,83.94419941,132.7542245,46.75279646,53.37489685,65.06194836,61.48636016,72.32198731,73.3139232,70.95694222,74.54490505,70.01929563,88.06106857,76.05749672,77.60448096,71.24481487,74.81158782,61.36664875,
France,FRA,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,17.4436385,10.11486598,12.07818502,19.5624708,16.54905184,9.410737615,0.742403927,1.634087128,1.54338689,7.591112664,17.95195985,31.74439816,20.95383475,22.11536322,16.30514916,6.754324285,0.691057852,2.552033524,1.178290291,6.997631108,7.862134438,1.960485646,0.149261067,4.315840194,3.508141046,5.875800254,6.685819085,0.431128521,0.540910176,4.926196242,0.388711457,4.095842382,5.304385955,10.9219294,16.95330466,25.67906969,24.12514907,77.78952703,73.51260274,59.55278253,67.77708271,72.55560391,62.27795229,53.33943154,36.33419178,14.71480848,14.74445716,19.26040383,18.91509933,,,,
United Kingdom,GBR,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00438112,14.05791611,13.76133187,8.062510595,7.799065323,6.352500509,8.480903465,9.937760206,9.131304831,16.69140335,22.24917905,36.17155455,45.57011521,19.16926338,24.33267573,25.75306259,26.05189239,22.75656191,20.75517929,19.06544254,16.94646096,16.88948778,18.50205341,18.98552109,18.69077546,19.47972999,19.36645878,20.37527804,
Ghana,GHA,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,7.94492584,17.28810427,25.65203578,13.8801912,20.42149296,15.94192325,17.02406875,25.54714199,31.29852089,23.56908069,17.44345299,21.17850834,17.48340605,22.2717404,24.46650033,22.5513982,10.00982397,9.911754269,12.81225429,7.970086246,14.70954318,9.129313963,10.57946815,12.60282397,13.54196693,14.43846152,9.730535246,6.553220214,7.52781666,4.580828228,5.479327087,8.32506879,17.70944659,24.15508303,23.44362938,37.44264447,26.69033355,20.02420248,28.480629,28.68084075,27.74009344,25.21981968,19.61497326,19.53457409,18.36517531,16.84555952,20.75572242,17.69090059,23.22241515,19.39646185,22.16228687,11.60900805,
Gibraltar,GIB,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.672969784,3.803317916,4.816497337,2.889826196,2.715353272,2.724552667,3.492733112,6.691083639,6.237385989,5.450693302,7.162111776,8.32086763,8.87775046,3.475781109,3.125149451,1.25638185,1.416224309,1.740594361,12.81113139,9.290917128,29.51099706,56.85170027,50.77743918,53.35273866,32.03748247,37.80949592,40.94448571,47.87744763,38.96139651,36.48618633,,,
"Gambia, The",GMB,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,199.6324337,154.6124514,183.3027309,229.4227097,212.8339649,133.7553984,64.16976899,52.33857134,2.375848829,4.144898963,2.242930783,4.049634335,1.377948965,0.981019401,0.707507341,5.02081034,7.88482879,5.85850231,6.096316724,15.00558208,17.64667879,23.31066974,24.82610743,23.17288492,24.91299892,22.5964883,22.61609587,23.14630849,23.58201337,22.32669773,21.43808511,18.30795525,9.217946852,12.32535493,14.85477247,17.00440309,20.66876928,29.7812148,42.21168786,37.07687346,43.27175522,41.77004542,36.12291537,28.53247379,18.94865473,15.23534731,23.93918124,26.06124731,31.5950049,41.66880216,60.35242726,50.30722775,
Guinea-Bissau,GNB,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,48.83344037,56.54502354,55.71326571,57.82865804,54.65187946,102.2907785,88.1622753,64.40112002,54.64565063,59.94005921,47.32062986,20.32706255,24.17314513,25.60200014,34.82386475,31.48728316,28.30532227,18.64806922,16.84942713,15.57261902,14.03425864,22.06332673,18.01244018,23.9760059,28.66642508,25.39561141,36.57937901,27.20807367,36.86703896,28.91372281,27.13376513,23.60818295,22.54978427,28.33526904,26.02048428,22.08725715,22.67298066,19.54845597,23.19016338,21.25528228,22.67682474,20.27747046,25.65832673,26.65153593,32.93185531,33.38380888,35.46370257,42.17063988,44.97468313,44.54110456,47.9991066,55.48382316,
Greenland,GRL,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,43.92248645,63.28860915,87.91291068,83.88998917,88.8669659,119.7190889,101.0540558,94.27586227,84.3723746,59.27014021,26.10521694,21.20783375,21.25387523,17.51333912,16.9222097,19.4219355,18.70630263,15.35223422,19.38057913,12.42897623,30.72096536,28.54617912,32.2416391,29.83277634,23.4843219,27.76232916,33.38796916,37.84418213,32.31645731,45.73620274,53.6818814,52.42455933,56.71202129,43.51539167,39.73111116,37.04716171,34.03115916,33.66784231,35.10983832,39.54347118,37.92183663,43.5591133,41.57626432,37.57138,38.01076487,43.31614657,50.57020406,51.83587204,59.05437752,74.4104949,77.67523059,81.68724332,
Guam,GUM,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,16.69255993,23.19544414,7.827866077,28.31109878,30.57850863,6.394636028,4.363841691,9.534491422,2.552010819,1.507141169,0.753703447,1.049144508,0.517488202,0.445255184,0.423937899,0.540927716,0.477419062,0.2132927,0.804114824,1.460904953,6.291167437,9.828979405,12.57527395,12.04390559,12.69494633,20.51076255,19.83670574,18.67803488,18.71428343,22.18716584,21.63713743,20.46322607,19.00668353,16.94249152,20.33143092,24.04097197,36.88245182,35.93294271,44.21874363,55.52859433,39.95554864,43.76587244,34.04059078,28.52005737,32.49321779,35.34251101,35.7354903,32.26565994,37.46890507,45.17421767,41.84697984,38.4552006,
High income,HIC,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,11.20545089,15.95461958,16.40165629,12.76879967,21.59507476,29.65025148,21.74512174,18.30935599,16.91433359,10.12608134,5.943299692,6.134875434,5.350608865,5.528000682,3.88764337,3.793425553,3.326065622,1.650884301,0.787895362,1.22026516,3.224545498,5.152794146,2.380500953,3.739533155,5.493151011,5.348811478,11.86573723,16.16007808,22.63290439,23.4816478,27.55037699,27.88738574,25.43706058,31.90302936,45.22407434,66.25594346,84.56122076,70.85152457,54.99957585,67.40647116,62.98318119,49.77879956,43.80474864,46.92792855,49.22340213,50.08401414,53.85866167,52.0238533,58.9469953,73.55060144,69.36785875,66.70263853,
Heavily indebted poor countries (HIPC),HPC,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,17.42394611,17.42308303,20.26588667,17.13040099,12.04456848,10.87447942,10.46667341,8.414170658,9.962840963,7.844884791,6.01085741,5.065346281,4.521753245,4.054994256,3.911177242,4.185429717,3.21756969,3.299997286,3.157646529,2.808564486,3.270396081,3.384615718,3.186934396,3.931353408,4.79781019,5.923545085,6.439907874,5.8435176,6.957199489,7.43885265,8.187693222,9.401557732,9.920034442,12.72589653,15.07654454,25.33785875,31.52289586,35.30608597,39.5163267,43.96891085,45.01405598,43.09450475,36.49929686,33.69165995,27.85124297,22.83701856,23.78306687,23.50169441,,,,,
Croatia,HRV,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,20.75837531,33.3017968,33.19574122,16.59862341,8.520431202,15.51285855,14.79268568,14.48942371,19.16314475,6.9836319,6.223929666,2.026926107,2.445640906,2.524527362,1.559954658,2.950891966,2.830077568,2.320987152,2.307504087,1.082821273,5.15562013,4.004593267,4.647266559,7.672722188,23.73750638,24.13804692,19.85223325,24.70060578,21.64303477,15.16610666,11.02968452,6.416134412,4.585055506,14.71966931,16.42183302,25.95783451,36.33950293,35.90560373,75.4289885,201.6709762,247.8803805,190.0113909,155.7376044,100.4606899,90.76209999,96.03104039,106.7582833,102.443255,106.3960078,111.7606186,94.36806074,84.89488978,
Hungary,HUN,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRD only,IBD,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,18.79685309,25.11051999,33.59365317,38.03881132,27.69939852,27.21561806,24.15808515,24.97813279,30.14832326,29.36717045,21.17455959,19.0041148,16.34561597,17.15916928,16.12447443,14.51731949,15.52777433,14.06600238,14.67746238,17.30287254,21.21703476,21.36998246,22.07216558,23.49414434,25.71550513,29.3992261,30.82850825,28.01878651,28.68509317,31.76187463,35.43431622,43.09987238,52.49148953,65.63600596,80.70879445,95.53022626,113.5613894,118.9235907,129.7355804,125.8436912,117.1196886,110.98666,104.8063578,97.0095625,95.57246768,87.89173134,84.81307861,81.3606605,81.59061812,83.45108876,82.48244066,82.3098312,
IDA & IBRD total,IBT,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,18.70541955,24.40280096,31.64861942,38.67247194,28.85520479,27.78568441,24.09665361,23.39992864,29.18096095,28.89035811,19.98760718,17.56353453,15.20953354,15.70360094,14.63934016,13.16765682,13.69387998,12.38926338,12.90515846,15.0820803,18.39753674,18.49513407,19.51204759,20.98176598,23.0444342,26.61238541,28.28045461,25.79849874,26.48865732,29.44339337,33.03093646,39.81355946,48.27061441,60.51752834,75.3018886,91.41700125,108.9111478,113.7022443,123.3664326,120.2484453,111.9498608,106.2331674,100.4478583,92.93530487,90.78852584,83.48140589,80.41442464,77.12603832,77.30790373,78.84683702,77.91960593,77.50903002,
IDA total,IDA,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,18.24837747,20.76656271,22.54489467,41.58287729,34.40534368,30.77080874,23.76702614,14.93527929,23.81201792,26.21736663,13.23810104,9.297755046,8.898084225,7.695338583,7.030631642,6.359725123,5.401307173,5.018577443,5.210183531,5.954562974,6.79046583,5.767750408,6.641669271,7.964065021,7.76540599,9.16303574,11.09361706,10.21183907,10.70281628,12.90677443,15.1113645,16.42102828,17.96149952,22.5266502,30.07445505,46.4203555,52.83340055,53.35699613,52.88656723,51.15506941,42.59649731,43.0155107,42.86278123,40.00243474,36.97878993,35.2872898,34.69599514,33.02417805,32.55102612,33.32317935,32.2629035,28.20427541,
IDA blend,IDB,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,16.64626691,17.94745645,21.60268916,73.4006939,67.34444109,60.01351675,42.44700249,21.51975911,40.30167084,50.34522632,22.18631193,14.41508418,12.95893622,10.9724743,10.48937233,8.248785334,6.921150558,5.883705648,7.20329285,8.661194312,8.889737973,5.339591424,6.728643136,8.251750065,6.89539903,9.506339346,13.45080807,11.82691716,11.68706966,15.83924775,18.74578959,19.42499983,20.64241462,27.78774599,45.34548012,77.26497729,87.79719451,75.95793783,66.18945846,55.3583911,51.42550643,54.33625421,56.97817758,52.65901425,47.64790466,45.1759544,41.02159463,36.84041028,34.19990608,33.00990779,33.16588094,27.5547934,
Indonesia,IDN,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,3.099337175,9.975918566,11.15604538,16.48328747,5.151657823,10.73655584,15.40090496,14.8331118,22.57966953,32.49144025,27.45033817,18.15393816,16.21789342,17.89203459,16.31297207,12.26775857,13.50745216,11.69524895,11.28228516,12.39366934,13.02429749,13.04962478,13.99109959,12.35500263,11.98361601,15.03536471,12.82590412,15.58297389,18.01312673,20.37704549,21.17671402,24.93968986,26.9818363,26.30415589,24.43562958,31.32826127,38.5150304,32.70128554,36.85461752,48.52318938,50.14656784,44.65057134,37.69737876,38.23507146,34.4092877,36.47348345,36.81634545,31.76529337,32.10561232,32.57945975,35.23403949,34.63159844,
IDA only,IDX,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,19.7690336,23.24129418,23.40650905,17.72961298,12.81623285,12.51757268,12.11459816,10.59767526,12.46676655,9.002891591,6.959126866,5.784306234,5.656279409,5.2580376,4.65796631,4.99124539,4.371002446,4.453406418,3.912222674,4.185253592,5.462961759,6.042916357,6.589763021,7.793457691,8.305367593,8.951247004,9.659109377,9.242710614,10.06435466,11.02120881,12.69818455,14.46007047,16.15063851,18.91029853,20.73774688,28.43033378,32.4615906,40.77652661,45.57072473,48.68936694,37.16359456,36.51453722,34.9561824,32.99426969,31.12331176,29.97411404,30.90817934,30.59252649,31.34896609,33.54976552,,,
Isle of Man,IMN,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,13.3546609,13.63610271,14.85808269,18.30872582,14.88883193,25.56321725,39.47826828,50.33892491,64.95417269,57.9529008,36.07122306,30.58903735,26.80544355,26.05284629,24.38204322,23.33607802,21.54752064,15.49345893,10.91744391,6.753736085,8.97557783,10.86726083,16.06763852,24.7408255,24.37361317,26.48760661,30.17816999,31.16589712,36.08485931,40.59967978,49.29728141,67.71967149,87.25872698,106.459372,113.7210975,111.6121052,135.5392705,113.3462732,111.0687833,103.4613192,89.33615126,76.52670538,69.77083946,71.05481325,73.78784031,79.39869521,80.65547016,76.5897509,82.61239418,104.468843,104.3297648,91.96501918,
Not classified,INX,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,276.7521603,83.93846803,92.93456684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.1547895,193.8553968,175.4408486,232.5033087,247.0189321,206.2496368,253.4624088,429.4707907,
Iceland,ISL,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,,,,,,,,,,,,17.60089798,15.20621694,10.45834926,13.1209194,7.69882308,2.206594871,2.923041816,4.076194138,4.033530214,5.430796232,3.646173629,3.782108102,1.809176262,2.665316693,3.887077007,2.306078342,3.648885919,3.173057737,2.303837901,3.509947732,2.296234086,6.988535206,9.42440921,15.82281483,14.73763674,21.4523737,17.83182223,17.95118229,13.74415959,21.82463051,34.65133374,29.33413246,20.86367161,28.30477506,32.88869331,28.65419274,17.83839197,16.98363026,18.66141628,17.62157651,15.96365152,14.00625055,14.09994142,17.55855722,20.70169943,23.46700086,25.88980947,21.54750581,22.67928583,24.74556762,27.20457672,25.74275217,
